Date,Australia,Austria,Belgium,Canada,Switzerland,Chile,Colombia,Czech Republic,Germany,Denmark,Euro area,Euro area (17 countries),Spain,Estonia,Finland,France,United Kingdom,Greece,Hungary,Ireland,Iceland,Israel,Italy,Japan,Korea,Lithuania,Luxembourg,Latvia,Mexico,Netherlands,Norway,New Zealand,OECD - Total,Poland,Portugal,Russia,Slovak Republic,Slovenia,Sweden,Turkey,United States,South Africa
1978-07-01,39.2213999390534,NA,69.929141217494,35.3309156982723,89.7387230864464,NA,NA,NA,144.614550521105,81.7898145107785,NA,100.466469008355,58.0666926457603,NA,49.4435780842573,73.4456967047882,63.0872212897322,NA,NA,64.6204527217219,NA,NA,122.568894838025,117.506635559275,NA,NA,NA,NA,NA,127.394055358563,NA,37.3221914897261,92.5713916441151,NA,NA,NA,NA,NA,NA,NA,107.448057840252,NA
1978-10-01,39.0045671408817,NA,70.3630654686527,35.8582806178679,92.756763249753,NA,NA,NA,147.131266296818,80.803974975645,NA,102.859782433933,57.93258262265,NA,50.7433436480638,72.9830731858852,64.8187479012683,NA,NA,63.5866244056141,NA,NA,133.79972445306,117.620865171116,NA,NA,NA,NA,NA,126.28695598261601,NA,37.2135276007687,93.6299098120446,NA,NA,NA,NA,NA,NA,NA,107.660189336916,NA
1979-01-01,39.768088478224,NA,70.8591784744756,36.6630588647868,94.2652151083995,NA,NA,NA,149.399566842578,81.5333533291501,NA,101.270266834673,55.9508941460344,NA,49.0018223274692,73.265769819832,65.1706400045226,NA,NA,64.3764843462476,NA,NA,124.504570824453,118.65473321127,NA,NA,NA,NA,NA,121.226792807354,37.3907755238067,37.0225207530268,93.9543129789635,NA,NA,NA,NA,NA,NA,NA,109.174319012982,NA
1979-04-01,40.9761155433302,NA,71.0440298185277,37.2438613447618,95.0054254519514,NA,NA,NA,151.654191156202,83.2941137273593,NA,101.033718800859,53.7069755824951,NA,48.9508707455601,73.9821059355239,66.8182167269094,NA,NA,71.792547691825,NA,NA,121.873515228544,121.306840641356,NA,NA,NA,NA,NA,117.933520499579,38.0483892164506,36.8049607093689,94.0935379712876,NA,NA,NA,NA,NA,NA,NA,108.053698369137,NA
1979-07-01,41.7729434567896,NA,71.2911685338564,37.1663093541685,97.6029405921232,NA,NA,NA,152.724614378189,83.523861346147,NA,99.6579852457105,51.1319834092477,NA,49.7810454667865,75.0032108299738,67.5944224792944,NA,NA,67.4814374427249,NA,NA,114.767404039295,123.523335951246,NA,NA,NA,NA,NA,115.813988745879,38.2424897127221,36.5558358690912,93.426417664633,NA,NA,NA,NA,NA,NA,NA,106.205110029021,NA
1979-10-01,42.1350940658106,NA,70.6858567072048,37.635544424095,100.431367670283,NA,NA,NA,153.13344565399,81.6372029768709,NA,97.9327838223044,49.3791085947825,NA,50.8204055049445,76.3689511465667,69.8772326025889,NA,NA,67.7994901780375,NA,NA,106.276009035102,126.254284776913,NA,NA,NA,NA,NA,111.3118285812,38.3532611741383,36.131307236516,92.6048485456484,NA,NA,NA,NA,NA,NA,NA,103.643020698414,NA
1980-01-01,42.1085570086352,NA,71.010885323922,37.8053396792572,104.388354417014,NA,NA,NA,153.819477432322,78.7459516517982,NA,97.6045623920253,48.7792828739513,NA,51.5506916920752,78.0602662062668,66.5736900397009,NA,NA,66.22148813364,NA,NA,103.277818440272,129.113404637939,NA,NA,NA,NA,NA,107.202715064643,38.8829766373592,35.9882578999188,91.473948640823,NA,NA,NA,NA,NA,81.8878122061876,NA,100.590294402438,NA
1980-04-01,42.8887737225959,NA,68.4498072728761,39.1578427359149,104.452960561755,NA,NA,NA,154.508126034335,74.6302718022904,NA,99.3310932272035,48.9800456247635,NA,53.1119816826733,79.0655235031468,63.1743921132662,NA,NA,61.4222028286095,NA,NA,111.328311877689,132.02673356513,NA,NA,NA,NA,NA,102.595411885771,39.4638412483466,35.7666014386211,90.6129529087929,NA,NA,NA,NA,NA,79.8256521278254,NA,96.3968740761161,NA
1980-07-01,44.1142597860195,NA,65.1655809755131,40.7508161764892,106.496657826019,NA,NA,NA,155.798491857247,75.3265680986193,NA,102.326326653362,49.4418250092943,NA,53.0226994749531,80.1640185619098,62.5649894964487,NA,NA,61.4657190505441,NA,NA,126.008182087026,133.805377059814,NA,NA,NA,NA,NA,95.8007253736271,39.3766339975908,35.9430541909676,92.7360556422863,NA,NA,NA,NA,NA,78.2765967431121,NA,99.0356676332021,NA
1980-10-01,45.1805139786969,NA,61.7621832968209,42.101843585904,105.517133411566,NA,NA,NA,157.686950479435,73.9658313981058,NA,104.936500936959,49.3488044641847,NA,51.0808931435775,80.6322979994052,61.0272223688026,NA,NA,65.6368176616776,NA,NA,139.275894200738,135.977585746101,NA,NA,NA,NA,NA,94.4661013972539,39.4492551224239,35.9555109622189,92.634441610871,NA,NA,NA,NA,NA,76.5320328878525,NA,96.0642549449751,NA
1981-01-01,46.6086069185848,NA,59.6526376207627,43.1113720303279,108.72521217854,NA,NA,NA,159.300330719565,72.056886058723,NA,106.469238359102,48.2140181015759,NA,51.3245170072458,80.6752002761819,61.111547229776,NA,NA,67.0620249528411,NA,NA,149.290273868275,137.923919881768,NA,NA,NA,NA,NA,92.238528012256,39.2742737632999,35.9860321263938,92.8811140328845,NA,NA,NA,NA,NA,73.8993778127674,NA,94.6754407272149,NA
1981-04-01,46.6772077450232,NA,58.0866606329637,42.8014023293538,112.673135039188,NA,NA,NA,160.099674304514,67.6118852312158,NA,105.054815290013,46.588661179563,NA,51.768715788226,80.1736199566658,57.5721192474575,NA,NA,66.779234688236,NA,NA,145.912520510165,139.694128358267,NA,NA,NA,NA,NA,86.0065038868723,39.0611004579707,37.3098198437878,91.9469067224754,NA,NA,NA,NA,NA,71.4258177863556,NA,93.8716575507964,NA
1981-07-01,45.6254550419274,NA,55.7171369921224,43.2589751207262,111.631471730394,NA,NA,NA,159.673227264709,64.8922658304507,NA,102.317992507067,45.4054713516451,NA,52.0736049642538,78.6443361497227,56.3185449290017,NA,NA,69.9673947533839,NA,NA,137.056409195635,141.587199243845,NA,NA,NA,NA,NA,80.6449982976137,38.8869414623243,38.3367389445266,90.1387803478156,NA,NA,NA,NA,NA,67.8015859487963,NA,91.1922885369054,NA
1981-10-01,46.7161883379664,NA,54.9497271510953,42.5980575235797,111.10419253214,NA,NA,NA,157.675337339913,64.564162690397,NA,100.573526977331,44.1215257337273,NA,52.0636796756337,77.3552556160198,52.1732529268657,NA,NA,63.3988130207958,NA,NA,136.358158965882,143.187627156761,NA,NA,NA,NA,NA,75.398483510205807,38.5860417888807,39.437305811499,88.9743900490112,NA,NA,NA,NA,NA,65.9076856293711,NA,90.3243687416315,NA
1982-01-01,44.4801791849244,NA,51.9748309977818,39.8235521496841,110.719749385057,NA,NA,NA,155.899324042131,61.8901038907871,NA,99.239311166075,42.6889440682596,NA,53.4023769568786,76.0609022804857,50.2008883539672,NA,NA,62.6270430205458,NA,NA,137.933114782232,144.475103866443,NA,NA,NA,NA,NA,71.2103749663523,38.3902379790927,40.5236674018723,88.3255764503287,NA,NA,NA,NA,NA,63.2958029347658,NA,90.9063258054765,NA
1982-04-01,43.9277175957072,NA,50.7957956108451,37.4439792553402,106.348582312017,NA,NA,NA,154.023448309256,60.49924741253,NA,98.4057767452315,41.9310511660248,NA,53.2740132347531,75.1413747765175,51.0639822290587,NA,NA,63.2630975999,NA,NA,139.559023776831,144.91070043196,NA,NA,NA,NA,NA,69.1413234506853,37.8171950438531,40.916851597985,87.2030122570574,NA,NA,NA,NA,NA,61.4940041532667,NA,88.9364769936334,NA
1982-07-01,42.4485335085584,NA,51.0133813657011,36.1005790181717,104.359052518622,NA,NA,NA,152.025503730658,58.6306091003461,NA,97.8499416849617,42.0206616810027,NA,54.7231313269601,74.7179680837832,51.202714706654,NA,NA,59.2721925324952,NA,NA,140.144925590188,146.161181998115,NA,NA,NA,NA,NA,67.4515718289582,37.7041828602595,39.5091041572419,86.2060412662813,NA,NA,NA,NA,NA,59.7744128870766,NA,86.998385485945,NA
1982-10-01,41.3361471056558,NA,49.650017487981,35.7939401809883,105.165044486225,NA,NA,NA,150.43129848978,58.5011290095657,NA,96.5943093944073,43.0423566160968,NA,57.7499770108727,74.5463937274418,53.2986908780151,NA,NA,60.647224028031,NA,NA,133.732163388384,147.004470969841,NA,NA,NA,NA,NA,65.7584997115297,37.3315023236259,38.5314475477963,86.7753084668974,NA,NA,NA,NA,NA,58.5413392182465,NA,88.943670781467,NA
1983-01-01,41.2379834500515,NA,47.4037679080726,37.300464539205,102.497590899146,NA,NA,NA,148.250991516417,61.6252062992511,NA,95.1804654235173,45.1063228619565,NA,59.6432538169327,72.4346881236418,55.8258275562822,NA,NA,60.9275077705119,NA,NA,129.188054665409,147.177135330091,NA,NA,NA,NA,NA,65.6783977581271,37.7270368210165,38.0022262828132,86.8902744223131,NA,NA,NA,NA,NA,57.4764291174509,NA,89.262258186322,NA
1983-04-01,41.5976026785529,NA,46.3343927279533,36.9030631287934,104.246383198758,NA,NA,NA,146.61760316671,67.2161765082575,NA,94.1844190385375,46.5929019515184,NA,60.3947435399454,71.3369103813883,56.6848692707245,NA,NA,62.1002128790727,NA,NA,124.837745156044,146.988667960391,NA,NA,NA,NA,NA,66.6890560068724,37.3626703631273,38.0648784552382,86.6956414436176,NA,NA,NA,NA,NA,56.1991981392906,NA,89.2518342430049,NA
1983-07-01,41.4601991459013,NA,45.0791967118536,36.4892532035312,106.35539696461301,NA,NA,NA,144.885037415263,67.5239043032237,NA,92.9864769533726,47.342791699942,NA,62.1542685065074,70.0788260958533,56.0720070920843,NA,NA,63.8607120281936,NA,NA,121.579372472019,146.975998804913,NA,NA,NA,NA,NA,65.9207335877089,36.8114435681283,38.4689550502045,86.2044677272602,NA,NA,NA,NA,NA,55.0414271757751,NA,89.1660138591051,NA
